(-0.8572942923061235+0j),-0.8572942923061235j,0.5148266663444531j,(-0.5148266663444531+0j)
(-0.6951247627619527+0j),-0.6951247627619527j,0.7188891181504551j,(-0.7188891181504551+0j)
(-0.11422935963104737+0j),-0.11422935963104737j,0.9934544042875249j,(-0.9934544042875249+0j)
(-0.12036531121759562+0j),0.12036531121759562j,-0.9927296670571962j,(-0.9927296670571962+0j)
