(-0.056428926286940635+0j),0.056428926286940635j,-0.9984066187070793j,(-0.9984066187070793+0j)
(-0.40286486316100456+0j),0.40286486316100456j,-0.9152594725159994j,(-0.9152594725159994+0j)
(-0.8510470635614071+0j),0.8510470635614071j,-0.5250894167696647j,(-0.5250894167696647+0j)
(-0.8706655425441695+0j),0.8706655425441695j,-0.49187550561729243j,(-0.49187550561729243+0j)
